epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
373,2277.05,0.62599,0.42835,0.97029,0.99557,0.99916,0.995,0.91871,0.41666,0.24219,0.84664,0.0026344,0.0026344,0.0026344
374,2283.49,0.62663,0.42944,0.96268,0.99514,0.99937,0.995,0.90833,0.4383,0.2489,0.85435,0.0026146,0.0026146,0.0026146
375,2289.14,0.62644,0.44138,0.96157,0.99491,0.99986,0.995,0.89515,0.48463,0.25865,0.87526,0.0025948,0.0025948,0.0025948
376,2296.33,0.59029,0.407,0.95191,0.99306,0.99911,0.995,0.91046,0.42082,0.24629,0.84941,0.002575,0.002575,0.002575
377,2301.95,0.59407,0.41817,0.95941,0.99281,0.99878,0.995,0.91265,0.42495,0.24828,0.85142,0.0025552,0.0025552,0.0025552
378,2309.14,0.58912,0.41263,0.94933,0.99335,0.99901,0.995,0.91789,0.40827,0.24339,0.84511,0.0025354,0.0025354,0.0025354
379,2314.6,0.60169,0.42931,0.94818,0.99378,0.99919,0.995,0.91847,0.4104,0.24518,0.84534,0.0025156,0.0025156,0.0025156
380,2321.8,0.57909,0.40767,0.9498,0.99442,0.99919,0.995,0.9243,0.39181,0.23869,0.83678,0.0024958,0.0024958,0.0024958
381,2327.72,0.60508,0.43253,0.9585,0.99601,1,0.995,0.91963,0.41592,0.24324,0.84408,0.002476,0.002476,0.002476
382,2334.07,0.61863,0.42427,0.96899,0.99583,1,0.995,0.8987,0.48126,0.25841,0.86986,0.0024562,0.0024562,0.0024562
383,2340.46,0.60727,0.43051,0.9632,0.9951,0.99949,0.995,0.90745,0.43907,0.24847,0.85338,0.0024364,0.0024364,0.0024364
384,2346.06,0.59125,0.40418,0.95579,0.99408,1,0.995,0.91823,0.40387,0.238,0.83915,0.0024166,0.0024166,0.0024166
385,2353.16,0.58801,0.40919,0.93976,0.9936,0.99879,0.995,0.92787,0.39391,0.23731,0.83643,0.0023968,0.0023968,0.0023968
386,2358.82,0.61155,0.42821,0.96163,0.99207,0.99861,0.995,0.92718,0.4004,0.24015,0.83924,0.002377,0.002377,0.002377
387,2365.97,0.58191,0.4147,0.93914,0.99547,0.9948,0.995,0.9249,0.40285,0.24066,0.84059,0.0023572,0.0023572,0.0023572
388,2371.5,0.58755,0.40324,0.96277,0.99234,0.99854,0.99497,0.92498,0.39693,0.23815,0.83831,0.0023374,0.0023374,0.0023374
389,2378.33,0.60778,0.41846,0.96449,0.99362,0.99563,0.99495,0.9127,0.42169,0.24237,0.8459,0.0023176,0.0023176,0.0023176
390,2384.35,0.58341,0.40943,0.95262,0.99398,0.9986,0.995,0.90204,0.45994,0.25254,0.86103,0.0022978,0.0022978,0.0022978
391,2390.5,0.59895,0.43589,0.95295,0.9962,0.99936,0.995,0.92795,0.38997,0.23556,0.83323,0.002278,0.002278,0.002278
392,2396.94,0.57927,0.41238,0.94895,0.99615,0.99982,0.995,0.92293,0.42156,0.24183,0.84389,0.0022582,0.0022582,0.0022582
393,2402.61,0.57647,0.4052,0.94501,0.99605,0.99956,0.995,0.92026,0.40276,0.23511,0.83761,0.0022384,0.0022384,0.0022384
394,2409.77,0.60476,0.41418,0.96517,0.99546,0.99958,0.995,0.91685,0.41909,0.2393,0.84485,0.0022186,0.0022186,0.0022186
395,2415.5,0.57932,0.41178,0.95709,0.99641,0.99956,0.995,0.92632,0.39399,0.23276,0.83756,0.0021988,0.0021988,0.0021988
396,2422.62,0.57714,0.40945,0.93851,0.99599,0.99961,0.995,0.93149,0.38781,0.23074,0.83434,0.002179,0.002179,0.002179
397,2428.17,0.57494,0.40605,0.94631,0.99592,0.99961,0.995,0.92779,0.40378,0.23444,0.83824,0.0021592,0.0021592,0.0021592
398,2434.68,0.57485,0.40064,0.93348,0.99607,0.99774,0.995,0.91117,0.46722,0.24913,0.86517,0.0021394,0.0021394,0.0021394
399,2440.24,0.59524,0.41004,0.95194,0.99631,0.9999,0.995,0.92683,0.40885,0.23535,0.84245,0.0021196,0.0021196,0.0021196
400,2445.72,0.59369,0.40296,0.94611,0.99627,0.99939,0.995,0.93,0.38001,0.23095,0.83367,0.0020998,0.0020998,0.0020998
401,2452.82,0.59515,0.41651,0.95006,0.9962,0.99934,0.995,0.92995,0.37556,0.231,0.83107,0.00208,0.00208,0.00208
402,2458.32,0.60788,0.43246,0.97358,0.99608,1,0.995,0.93485,0.37384,0.22909,0.83046,0.0020602,0.0020602,0.0020602
403,2465.32,0.58375,0.40296,0.94417,0.99612,1,0.995,0.93514,0.38191,0.23097,0.83227,0.0020404,0.0020404,0.0020404
404,2470.79,0.56071,0.38425,0.93213,0.99559,0.99993,0.995,0.91289,0.44123,0.23831,0.8519,0.0020206,0.0020206,0.0020206
405,2477.7,0.59216,0.42244,0.94522,0.99501,0.99947,0.995,0.90122,0.48651,0.24737,0.87168,0.0020008,0.0020008,0.0020008
406,2483.39,0.56681,0.39971,0.9303,0.99395,0.99923,0.995,0.91459,0.44208,0.24129,0.85344,0.001981,0.001981,0.001981
407,2489.2,0.58597,0.40997,0.96284,0.9936,0.99962,0.995,0.93295,0.38897,0.23022,0.83514,0.0019612,0.0019612,0.0019612
408,2496.08,0.56243,0.39672,0.93165,0.99351,1,0.995,0.92263,0.40575,0.23506,0.8421,0.0019414,0.0019414,0.0019414
409,2501.55,0.57812,0.42883,0.96092,0.99413,1,0.995,0.93241,0.401,0.23345,0.83868,0.0019216,0.0019216,0.0019216
410,2508.54,0.56827,0.39342,0.93653,0.99472,0.99974,0.995,0.93154,0.39566,0.23272,0.83443,0.0019018,0.0019018,0.0019018
411,2514,0.55496,0.40127,0.93558,0.99568,1,0.995,0.93757,0.37539,0.22964,0.82789,0.001882,0.001882,0.001882
412,2520.8,0.59286,0.4229,0.95971,0.99555,1,0.995,0.93321,0.38254,0.23263,0.83042,0.0018622,0.0018622,0.0018622
413,2526.33,0.57973,0.39592,0.95263,0.99518,0.99931,0.995,0.92983,0.39377,0.23202,0.83468,0.0018424,0.0018424,0.0018424
414,2532.41,0.6003,0.43248,0.95277,0.9955,0.9996,0.995,0.9272,0.39796,0.23494,0.83788,0.0018226,0.0018226,0.0018226
415,2539.28,0.56082,0.41794,0.93434,0.99582,0.99994,0.995,0.93789,0.37128,0.22773,0.82782,0.0018028,0.0018028,0.0018028
416,2544.9,0.58642,0.41402,0.9495,0.99562,1,0.995,0.93514,0.37167,0.22876,0.82819,0.001783,0.001783,0.001783
417,2552.09,0.54098,0.38552,0.93076,0.99589,1,0.995,0.92897,0.39398,0.23207,0.83696,0.0017632,0.0017632,0.0017632
418,2557.63,0.56512,0.40809,0.9373,0.99584,1,0.995,0.92381,0.42056,0.23812,0.84699,0.0017434,0.0017434,0.0017434
419,2564.45,0.56674,0.40482,0.93571,0.99601,1,0.995,0.92448,0.40855,0.23341,0.84115,0.0017236,0.0017236,0.0017236
420,2570.04,0.54598,0.39075,0.93383,0.99652,1,0.995,0.93509,0.38337,0.22778,0.82902,0.0017038,0.0017038,0.0017038
421,2576.11,0.57213,0.39151,0.9426,0.9968,1,0.995,0.93648,0.3681,0.22349,0.82438,0.001684,0.001684,0.001684
422,2582.39,0.56171,0.39371,0.93707,0.99626,1,0.995,0.93409,0.38104,0.22414,0.82852,0.0016642,0.0016642,0.0016642
423,2587.78,0.5592,0.40053,0.932,0.99612,0.99992,0.995,0.93498,0.37149,0.22172,0.82524,0.0016444,0.0016444,0.0016444
424,2594.82,0.57299,0.4099,0.94947,0.9965,0.99909,0.995,0.88046,0.56437,0.26718,0.91284,0.0016246,0.0016246,0.0016246
425,2600.19,0.55756,0.38999,0.94619,0.99605,0.99952,0.995,0.86361,0.61716,0.27873,0.9489,0.0016048,0.0016048,0.0016048
426,2607.01,0.55015,0.39511,0.93132,0.99629,0.99923,0.995,0.94299,0.36682,0.22493,0.82302,0.001585,0.001585,0.001585
427,2612.76,0.58656,0.4177,0.95618,0.99643,1,0.995,0.94181,0.35283,0.22246,0.81889,0.0015652,0.0015652,0.0015652
428,2618.65,0.56266,0.40591,0.93962,0.99622,0.99965,0.995,0.94301,0.3542,0.22165,0.81856,0.0015454,0.0015454,0.0015454
429,2624.95,0.5612,0.3891,0.94372,0.99629,1,0.995,0.92564,0.39834,0.22965,0.83263,0.0015256,0.0015256,0.0015256
430,2630.38,0.55719,0.38798,0.94041,0.99609,1,0.995,0.88476,0.55477,0.26422,0.90451,0.0015058,0.0015058,0.0015058
431,2637.33,0.54242,0.37628,0.94111,0.99596,1,0.995,0.92772,0.39172,0.22966,0.83242,0.001486,0.001486,0.001486
432,2643,0.55572,0.38906,0.9317,0.99534,0.99993,0.995,0.92527,0.4079,0.23297,0.83924,0.0014662,0.0014662,0.0014662
433,2650.06,0.57107,0.39598,0.92964,0.99523,1,0.995,0.91856,0.43361,0.23721,0.85051,0.0014464,0.0014464,0.0014464
434,2655.42,0.56402,0.40126,0.93735,0.99553,1,0.995,0.93969,0.3688,0.22422,0.82585,0.0014266,0.0014266,0.0014266
435,2661.03,0.56002,0.40169,0.95349,0.99585,1,0.995,0.94631,0.34517,0.21737,0.81745,0.0014068,0.0014068,0.0014068
436,2667.65,0.55883,0.41168,0.94501,0.99623,0.99968,0.995,0.93465,0.37386,0.22298,0.82615,0.001387,0.001387,0.001387
437,2673.28,0.56343,0.4012,0.93721,0.99644,0.99988,0.995,0.93893,0.35795,0.21926,0.82179,0.0013672,0.0013672,0.0013672
438,2680.37,0.53816,0.38828,0.93657,0.99574,1,0.995,0.95172,0.34389,0.21605,0.81751,0.0013474,0.0013474,0.0013474
439,2685.85,0.55056,0.40134,0.93725,0.99584,1,0.995,0.94925,0.34832,0.21585,0.81843,0.0013276,0.0013276,0.0013276
440,2693.06,0.54763,0.40418,0.93745,0.99541,1,0.995,0.94506,0.34894,0.21893,0.81833,0.0013078,0.0013078,0.0013078
441,2698.62,0.55027,0.40297,0.93714,0.99598,1,0.995,0.9259,0.4096,0.22881,0.83582,0.001288,0.001288,0.001288
442,2704.88,0.55341,0.39876,0.9312,0.99646,0.99947,0.995,0.92937,0.4044,0.22692,0.83291,0.0012682,0.0012682,0.0012682
443,2711.29,0.55359,0.39975,0.9444,0.99612,1,0.995,0.94754,0.35183,0.21751,0.81777,0.0012484,0.0012484,0.0012484
444,2716.98,0.56766,0.41525,0.93629,0.99652,1,0.995,0.94768,0.34944,0.2186,0.81802,0.0012286,0.0012286,0.0012286
445,2724,0.55523,0.39951,0.93674,0.99678,0.99982,0.995,0.94695,0.3395,0.21571,0.8155,0.0012088,0.0012088,0.0012088
446,2729.34,0.56068,0.39056,0.94608,0.99584,1,0.995,0.94329,0.36091,0.21952,0.82231,0.001189,0.001189,0.001189
447,2736.4,0.5498,0.39346,0.93797,0.99624,0.99987,0.995,0.94481,0.34592,0.21551,0.81783,0.0011692,0.0011692,0.0011692
448,2742.07,0.53345,0.38946,0.93961,0.99658,0.99967,0.995,0.93884,0.37161,0.2213,0.82618,0.0011494,0.0011494,0.0011494
449,2748.95,0.54974,0.38218,0.93845,0.99649,0.99964,0.995,0.93881,0.37321,0.22199,0.82584,0.0011296,0.0011296,0.0011296
450,2754.81,0.53021,0.38201,0.92806,0.99633,0.99983,0.995,0.94258,0.36592,0.22063,0.82256,0.0011098,0.0011098,0.0011098
451,2760.64,0.54079,0.39174,0.93407,0.99658,0.99993,0.995,0.9407,0.35743,0.21845,0.82144,0.00109,0.00109,0.00109
452,2767.21,0.53899,0.38892,0.92846,0.99657,1,0.995,0.94332,0.33803,0.21268,0.81708,0.0010702,0.0010702,0.0010702
453,2772.73,0.51439,0.36618,0.91909,0.99646,1,0.995,0.94811,0.33811,0.21248,0.81686,0.0010504,0.0010504,0.0010504
454,2779.66,0.52794,0.38693,0.92518,0.99605,1,0.995,0.94396,0.33842,0.21249,0.81675,0.0010306,0.0010306,0.0010306
455,2785.18,0.53431,0.37536,0.92376,0.99583,0.99949,0.995,0.94881,0.32854,0.21208,0.81423,0.0010108,0.0010108,0.0010108
456,2792.2,0.55478,0.39272,0.92884,0.99544,0.99918,0.995,0.95034,0.33011,0.21136,0.81321,0.000991,0.000991,0.000991
457,2797.69,0.52252,0.37092,0.93373,0.99542,0.99951,0.995,0.94856,0.344,0.21513,0.81785,0.0009712,0.0009712,0.0009712
458,2803.61,0.53382,0.3731,0.93553,0.99629,0.99997,0.995,0.95431,0.32833,0.21027,0.8126,0.0009514,0.0009514,0.0009514
459,2810.25,0.53249,0.3794,0.94226,0.99638,1,0.995,0.95121,0.32873,0.21002,0.81222,0.0009316,0.0009316,0.0009316
460,2815.7,0.52296,0.37241,0.92779,0.99619,0.99998,0.995,0.95321,0.32445,0.20915,0.8107,0.0009118,0.0009118,0.0009118
461,2822.61,0.54425,0.38929,0.93821,0.99621,0.99946,0.995,0.94678,0.3281,0.20998,0.81175,0.000892,0.000892,0.000892
462,2828.12,0.54061,0.37654,0.92674,0.99593,0.99921,0.995,0.93876,0.34522,0.21556,0.81662,0.0008722,0.0008722,0.0008722
463,2835.28,0.54111,0.39045,0.93947,0.99602,0.99913,0.995,0.93861,0.34581,0.21588,0.81662,0.0008524,0.0008524,0.0008524
464,2840.79,0.52501,0.35764,0.92302,0.99622,0.99923,0.995,0.94965,0.31951,0.21104,0.80879,0.0008326,0.0008326,0.0008326
465,2847.29,0.54291,0.3842,0.93384,0.99601,1,0.995,0.95115,0.32083,0.21086,0.80981,0.0008128,0.0008128,0.0008128
466,2853.29,0.53484,0.39252,0.928,0.99614,1,0.995,0.94893,0.32858,0.21273,0.81167,0.000793,0.000793,0.000793
467,2858.75,0.53765,0.38302,0.93547,0.99642,0.99984,0.995,0.95072,0.32086,0.21069,0.80926,0.0007732,0.0007732,0.0007732
468,2865.7,0.53436,0.38889,0.943,0.99658,0.99968,0.995,0.95345,0.32029,0.20818,0.80906,0.0007534,0.0007534,0.0007534
469,2871.29,0.52725,0.3767,0.93737,0.99661,0.99983,0.995,0.95522,0.31941,0.20765,0.80871,0.0007336,0.0007336,0.0007336
470,2878.51,0.52216,0.38853,0.93269,0.99634,1,0.995,0.95692,0.31583,0.20619,0.80782,0.0007138,0.0007138,0.0007138
471,2884.17,0.5391,0.39591,0.94172,0.99611,1,0.995,0.95644,0.31677,0.20703,0.80843,0.000694,0.000694,0.000694
472,2890.98,0.54883,0.39448,0.94558,0.99611,1,0.995,0.95618,0.31657,0.20813,0.80833,0.0006742,0.0006742,0.0006742
473,2896.9,0.53582,0.39588,0.9291,0.99624,1,0.995,0.95816,0.32966,0.20756,0.8115,0.0006544,0.0006544,0.0006544
474,2902.82,0.53876,0.39357,0.93903,0.99618,1,0.995,0.94352,0.38375,0.21977,0.8288,0.0006346,0.0006346,0.0006346
475,2909.52,0.50612,0.34985,0.9194,0.99638,1,0.995,0.94102,0.36516,0.21552,0.82214,0.0006148,0.0006148,0.0006148
476,2915,0.5217,0.36595,0.92366,0.99617,0.99969,0.995,0.95055,0.32043,0.2065,0.80863,0.000595,0.000595,0.000595
477,2922.08,0.55179,0.3964,0.9501,0.99574,0.99935,0.995,0.95321,0.30767,0.20404,0.8059,0.0005752,0.0005752,0.0005752
478,2927.58,0.52938,0.37573,0.92267,0.9953,0.99926,0.995,0.94925,0.31581,0.20583,0.8083,0.0005554,0.0005554,0.0005554
479,2934.71,0.53117,0.37551,0.93947,0.99478,0.99911,0.995,0.94534,0.33805,0.21153,0.81494,0.0005356,0.0005356,0.0005356
480,2940.1,0.5167,0.36832,0.92305,0.99471,0.99909,0.995,0.94194,0.34732,0.21306,0.81798,0.0005158,0.0005158,0.0005158
481,2946.42,0.53212,0.37502,0.92919,0.99512,0.99912,0.995,0.94831,0.31967,0.20548,0.80929,0.000496,0.000496,0.000496
482,2952.75,0.524,0.38178,0.935,0.9958,0.99933,0.995,0.95495,0.31122,0.20372,0.80739,0.0004762,0.0004762,0.0004762
483,2958.28,0.50211,0.35447,0.92036,0.99593,0.99942,0.995,0.95351,0.30994,0.20432,0.80678,0.0004564,0.0004564,0.0004564
484,2965.32,0.5225,0.38191,0.93446,0.99574,0.99943,0.995,0.95182,0.31359,0.20529,0.80747,0.0004366,0.0004366,0.0004366
485,2970.89,0.51371,0.36393,0.92725,0.99567,0.99952,0.995,0.95112,0.31633,0.20555,0.80807,0.0004168,0.0004168,0.0004168
486,2977.97,0.52251,0.3735,0.9238,0.99561,0.99957,0.995,0.95295,0.31299,0.20477,0.80665,0.000397,0.000397,0.000397
487,2983.44,0.5367,0.38547,0.93986,0.99548,0.99951,0.995,0.95363,0.31034,0.20406,0.80576,0.0003772,0.0003772,0.0003772
488,2990.28,0.51513,0.3872,0.93509,0.99552,0.99887,0.995,0.95738,0.30625,0.2028,0.8047,0.0003574,0.0003574,0.0003574
489,2996.22,0.50045,0.35773,0.91495,0.99556,0.99887,0.995,0.95874,0.30495,0.20185,0.80441,0.0003376,0.0003376,0.0003376
490,3002.16,0.50494,0.35977,0.91917,0.99541,0.99941,0.995,0.95882,0.30344,0.2017,0.804,0.0003178,0.0003178,0.0003178
491,3010.91,0.43257,0.28687,0.88379,0.99544,0.99943,0.995,0.95387,0.30542,0.20251,0.80402,0.000298,0.000298,0.000298
492,3016.94,0.40285,0.27138,0.86568,0.99556,0.99945,0.995,0.9477,0.31436,0.20533,0.80597,0.0002782,0.0002782,0.0002782
493,3023.16,0.41987,0.28253,0.88464,0.99559,1,0.995,0.94661,0.31569,0.2075,0.80633,0.0002584,0.0002584,0.0002584
494,3028.42,0.38658,0.27444,0.86103,0.99564,1,0.995,0.94601,0.31687,0.20751,0.80669,0.0002386,0.0002386,0.0002386
495,3035.41,0.41146,0.28255,0.87412,0.99567,1,0.995,0.94661,0.31709,0.20738,0.80706,0.0002188,0.0002188,0.0002188
496,3040.81,0.40953,0.27353,0.8822,0.9963,0.99971,0.995,0.94844,0.32179,0.20873,0.80849,0.000199,0.000199,0.000199
497,3047.83,0.37777,0.27272,0.86489,0.99648,0.99997,0.995,0.94833,0.32461,0.20933,0.80955,0.0001792,0.0001792,0.0001792
498,3053.23,0.40113,0.27402,0.87569,0.99648,1,0.995,0.94834,0.32487,0.20933,0.80974,0.0001594,0.0001594,0.0001594
499,3058.94,0.39332,0.27063,0.86919,0.99636,1,0.995,0.94801,0.32365,0.20886,0.80959,0.0001396,0.0001396,0.0001396
500,3065.69,0.38924,0.27232,0.87598,0.99629,1,0.995,0.94814,0.32035,0.20695,0.80858,0.0001198,0.0001198,0.0001198
